text,category
The local milkman is adding dirty water to the milk and threatened to hit me when I showed him the test result,Criminal_Laws_and_IPC
Someone stole the heavy battery from my car while it was parked outside my house at night,Criminal_Laws_and_IPC
A group of men is stalking me every time I go to the local market and making vulgar gestures,Criminal_Laws_and_IPC
The landlord cut off my water supply and threatened to beat me up if I didn't vacate the house immediately,Criminal_Laws_and_IPC
A person sold me a plot of land using fake papers that actually belongs to the state forest department,Criminal_Laws_and_IPC
The police are refusing to give me a receipt for the harassment complaint I filed against my neighbor,Criminal_Laws_and_IPC
Someone used a skimmer at the petrol pump to clone my debit card and withdrew all my money from an ATM,Criminal_Laws_and_IPC
A neighbor is constantly filming into my bedroom through the window and refuses to stop even after being told,Criminal_Laws_and_IPC
The delivery person stole a valuable mobile phone from my doorstep after marking the order as delivered,Criminal_Laws_and_IPC
A man tried to drag me into a car while I was waiting for an auto-rickshaw at a lonely spot last night,Criminal_Laws_and_IPC
Someone has been dumping animal remains at my doorstep to harass me and settle a personal score,Criminal_Laws_and_IPC
The police beat up my brother in custody just because he asked why he was being detained without a warrant,Criminal_Laws_and_IPC
A woman is threatening to file a fake molestation case against me if I don't give her a large sum of money,Criminal_Laws_and_IPC
Someone stole the iron rods from my under-construction house in the middle of the night,Criminal_Laws_and_IPC
A person at the office is constantly touching me and making sexual remarks despite my repeated warnings,Criminal_Laws_and_IPC
The scrap dealer cheated me by using a magnet under the weighing scale to show a lower weight for my copper,Criminal_Laws_and_IPC
A stranger is throwing stones at my balcony every night to keep me awake and terrified in my own home,Criminal_Laws_and_IPC
The police are pressuring me to withdraw my complaint against the local politician's relative who hit me,Criminal_Laws_and_IPC
Someone used a fake ID to buy a SIM card in my name and is using it for making criminal threats,Criminal_Laws_and_IPC
A group of men tried to snatch my mobile phone while I was talking on it in a moving auto-rickshaw,Criminal_Laws_and_IPC
The neighbor's servant was caught on CCTV stealing expensive electronics from our house while we were out,Criminal_Laws_and_IPC
A man keeps calling my teenage daughter and asking her for inappropriate photos and videos,Criminal_Laws_and_IPC
The police refused to take a complaint about my stolen wallet saying I must have lost it somewhere myself,Criminal_Laws_and_IPC
A person is selling counterfeit and fake medicines in our locality which is making people fall very sick,Criminal_Laws_and_IPC
Someone scratched my entire car with a key because I asked them not to smoke in the common society lobby,Criminal_Laws_and_IPC
A man is threatening to attack me with acid because I refused his marriage proposal,Criminal_Laws_and_IPC
The local laundryman lost my expensive designer suit and is now threatening to beat me if I ask for the money,Criminal_Laws_and_IPC
Someone is using a drone to peek into the bedroom windows of our apartment complex at night,Criminal_Laws_and_IPC
The police told me they won't file an FIR for theft unless I tell them exactly who the thief is first,Criminal_Laws_and_IPC
My neighbor's guest tried to break my front door lock while I was away and was caught by the watchman,Criminal_Laws_and_IPC
A person is creating fake job ads on social media and charging five hundred rupees for a fake interview letter,Criminal_Laws_and_IPC
The local bus conductor touched me inappropriately and threatened to throw me off the bus when I shouted,Criminal_Laws_and_IPC
Someone is sending me links to my own private cloud storage to show that they have hacked my personal data,Criminal_Laws_and_IPC
A man at the gym is constantly passing lewd remarks and recording me while I am working out,Criminal_Laws_and_IPC
The builder’s guards physically assaulted me when I went to ask about the delay in my flat's possession,Criminal_Laws_and_IPC
Someone is using my name and photo to spread communal hatred on a local Facebook community group,Criminal_Laws_and_IPC
The police are refusing to register a case of domestic violence by my live-in partner saying it is not a marriage,Criminal_Laws_and_IPC
A group of people are running a fake lottery scheme and have cheated several elderly people in our colony,Criminal_Laws_and_IPC
Someone stole the water pump and the copper pipes from my terrace while I was sleeping,Criminal_Laws_and_IPC
A person posing as an MTNL worker entered my house and stole my gold ring while I was in the kitchen,Criminal_Laws_and_IPC
My colleague is threatening to leak my private photos to our office group if I don't do his work,Criminal_Laws_and_IPC
A stranger threw a chemical on my face in the street but luckily it only hit my clothes and didn't burn me,Criminal_Laws_and_IPC
The police are asking me for the bill of my three-year-old phone just to file a simple theft report,Criminal_Laws_and_IPC
A man is following my school-going daughter every day and trying to talk to her near the gate,Criminal_Laws_and_IPC
Someone used my credit card details for an international transaction of one lakh rupees without any OTP,Criminal_Laws_and_IPC
A neighbor is spreading rumors that I am a thief which is leading to harassment from other residents,Criminal_Laws_and_IPC
A group of men tried to pull my saree in a crowded market during a festival and nobody helped me,Criminal_Laws_and_IPC
The local milkman is adding urea to the milk and threatened to kill me if I told the food inspector,Criminal_Laws_and_IPC
Someone stole all the flower pots and the decorative lights from my garden in one single night,Criminal_Laws_and_IPC
A man is sending me morphed photos of myself and asking for sexual favors to not post them online,Criminal_Laws_and_IPC
The police took my signature on a statement that I didn't even write after a minor road accident,Criminal_Laws_and_IPC
A person sold me a fake diamond and then claimed I replaced the real one when I went back to him,Criminal_Laws_and_IPC
Someone is using a signal jammer to disable the car locks in our area and then stealing laptops from inside,Criminal_Laws_and_IPC
A neighbor is intentionally leaving his aggressive dog unchained to scare me whenever I leave my house,Criminal_Laws_and_IPC
The travel agent gave me a fake flight ticket and I only found out when I reached the airport,Criminal_Laws_and_IPC
Someone is dumping construction debris in the middle of the road at night causing serious bike accidents,Criminal_Laws_and_IPC
A man tried to snatch my earrings through the open window of a moving city bus,Criminal_Laws_and_IPC
The local gas agency worker is taking two hundred rupees extra for every cylinder and threatens to cut the supply,Criminal_Laws_and_IPC
Someone is calling my teenage son and telling him that his father has been kidnapped to extort money,Criminal_Laws_and_IPC
The police are refusing to give me a copy of the post-mortem report of my relative who died in an accident,Criminal_Laws_and_IPC
A group of people are running an illegal betting den in the society basement and threatening anyone who complains,Criminal_Laws_and_IPC
Someone stole the copper wiring from our society's transformer causing a blackout for three days,Criminal_Laws_and_IPC
A man at the park is taking photos of children and their school bus numbers without any permission,Criminal_Laws_and_IPC
The local chemist sold me a habit-forming drug as a regular painkiller and now I am facing health issues,Criminal_Laws_and_IPC
Someone forged my father’s will to take over his bank balance and property after he passed away,Criminal_Laws_and_IPC
A stranger is sending me links to my own home's CCTV feed to show that he has hacked into my system,Criminal_Laws_and_IPC
The police are pressuring me to 'settle' with the person who physically assaulted me in the market,Criminal_Laws_and_IPC
A man tried to touch my chest while pretending to reach for a handle in a crowded metro train,Criminal_Laws_and_IPC
Someone stole the heavy brass ornaments from the statues in our local public park,Criminal_Laws_and_IPC
A person is using my identity to apply for a new passport and has given a fake address in another state,Criminal_Laws_and_IPC
A neighbor is burning plastic and rubber in the common area and threatened to hit me when I asked them to stop,Criminal_Laws_and_IPC
The local grocer is mixing small white stones with rice to increase the weight and cheated me,Criminal_Laws_and_IPC
Someone is using a laser pointer to distract drivers on the highway leading to a major accident,Criminal_Laws_and_IPC
A man is sending me videos of himself outside my house at night to prove he is stalking me,Criminal_Laws_and_IPC
The police told me that since I am a man they cannot file a case of stalking or harassment against a woman,Criminal_Laws_and_IPC
A group of teenagers is performing dangerous bike stunts on our residential road and hitting pedestrians,Criminal_Laws_and_IPC
Someone used my PAN card to buy a luxury car and I received a notice from the Income Tax department,Criminal_Laws_and_IPC
A man tried to drag me into an empty room at a wedding function and fled when I screamed,Criminal_Laws_and_IPC
The shopkeeper is selling local cheap oil in branded bottles and threatened me when I pointed it out,Criminal_Laws_and_IPC
Someone stole the gold jewelry from my locker in a private bank and the bank is refusing any responsibility,Criminal_Laws_and_IPC
A neighbor is constantly using abusive language for my caste in front of the whole society,Criminal_Laws_and_IPC
The police are refusing to register a complaint against a local goon who broke my shop's window,Criminal_Laws_and_IPC
A person is creating fake profiles of my female colleagues and posting their phone numbers on adult sites,Criminal_Laws_and_IPC
Someone stole the heavy iron covers from the sewage lines on our street causing a child to fall in,Criminal_Laws_and_IPC
A man at the railway station told me he is a TTE and took my ticket and money for a 'confirmed seat' and vanished,Criminal_Laws_and_IPC
The local baker is using industrial grade colors in his cakes and threatened to beat me when I complained,Criminal_Laws_and_IPC
Someone is using my photo in a 'fake news' post saying I have been caught for a major financial scam,Criminal_Laws_and_IPC
A person is calling me and telling me exactly what I am wearing right now to scare me into paying them,Criminal_Laws_and_IPC
The police told me they can't help me recover my money from a fraudster because he lives in another state,Criminal_Laws_and_IPC
A group of men is blocking the road to the local temple and charging people a fee to enter,Criminal_Laws_and_IPC
A man tried to put a sedative in my water bottle while I was working out at the public gym,Criminal_Laws_and_IPC
The local butcher is selling stale meat by mixing it with fresh blood and spices to hide the smell,Criminal_Laws_and_IPC
Someone is using my Aadhaar number to take multiple gas connections and selling them in the black market,Criminal_Laws_and_IPC
A stranger is throwing dead rats into my water tank every week to harass me over a parking dispute,Criminal_Laws_and_IPC
The police are refusing to take my complaint about cyberbullying saying it's just a 'digital argument',Criminal_Laws_and_IPC
A man tried to snatch my mobile phone through the window of a train at the outer signal,Criminal_Laws_and_IPC
Someone is using my name and a fake degree to offer medical consultations on an online platform,Criminal_Laws_and_IPC
A neighbor is intentionally leaving the tap open to flood my house foundation and threatened me when I spoke,Criminal_Laws_and_IPC
The local electronics shop sold me a refurbished phone as brand new and is now refusing a refund,Criminal_Laws_and_IPC
Someone is using my photo as the 'missing person' in a fake WhatsApp forward to trouble my relatives,Criminal_Laws_and_IPC
The police took my phone for 'investigation' and are now refusing to return it without a bribe,Criminal_Laws_and_IPC
Someone stole the copper cooling pipes from the outdoor units of our office air conditioners at night,Criminal_Laws_and_IPC
A person sold me a 'Gold' coin that turned out to be copper with a thin yellow coating,Criminal_Laws_and_IPC
The police refused to register a case of 'hit and run' because the CCTV camera at the junction was off,Criminal_Laws_and_IPC
A neighbor is using a high-powered air gun to shoot at the birds in my balcony and broke the glass,Criminal_Laws_and_IPC
Someone used my credit card to pay for a luxury hotel stay in a different city while I was at work,Criminal_Laws_and_IPC
A man at the park is constantly following me and sitting right next to me despite other empty seats,Criminal_Laws_and_IPC
Someone is using my identity to send 'abusive' emails to the municipal commissioner and frame me,Criminal_Laws_and_IPC
A group of men is running a 'betting racket' inside the community basement and threatening the residents,Criminal_Laws_and_IPC
The police are forcing me to identify a random person as the thief just to close the pending case file,Criminal_Laws_and_IPC
A man tried to drag my daughter into a van while she was waiting for her school bus in the morning,Criminal_Laws_and_IPC
Someone forged my signature on a 'No Objection Certificate' to build a commercial factory next to my house,Criminal_Laws_and_IPC
The local florist is stealing flowers from the local cemetery and selling them as fresh bouquets in his shop,Criminal_Laws_and_IPC
Someone used my name to create a fake 'charity' account on social media and is collecting donations,Criminal_Laws_and_IPC
A man is following me inside the public library and sitting behind me on the bench to listen to my calls,Criminal_Laws_and_IPC
The police told me they won't file an FIR for a 'stolen' phone because I don't have the original purchase bill,Criminal_Laws_and_IPC
A group of teenagers is intentionally scaring elderly people in the park using loud firecrackers at night,Criminal_Laws_and_IPC
Someone is using a 'Bluetooth' sniffer at the airport to steal people's personal data and bank details,Criminal_Laws_and_IPC
Someone forged a 'Will' to take over the property of a deceased neighbor who had no immediate children,Criminal_Laws_and_IPC
The police are refusing to take action against the local goons who are drinking in the community children's park,Criminal_Laws_and_IPC
A group of men is taking 'parking fees' on a public road and hitting any driver who refuses to pay them,Criminal_Laws_and_IPC
Someone is using a fake 'University' website to sell fake degrees for ten thousand rupees to job seekers,Criminal_Laws_and_IPC
A man tried to snatch my handbag while I was getting out of an auto-rickshaw at my society gate,Criminal_Laws_and_IPC
Someone stole the copper wiring from the society transformer causing a three-day blackout in our building,Criminal_Laws_and_IPC
The police told me they can't help me recover my money from a fraudster because 'it was a private deal',Criminal_Laws_and_IPC
A man is calling my teenage son and threatening to 'beat him up' if he talks to a certain girl in college,Criminal_Laws_and_IPC
Someone is using a 'Bluetooth' jammer to disable my home security cameras and attempt a robbery at night,Criminal_Laws_and_IPC
A man at the park is following me and sitting on the same bench every day to make me feel uncomfortable,Criminal_Laws_and_IPC
Someone forged my signature on a 'Property Tax' receipt to show that they are the legal owners of my house,Criminal_Laws_and_IPC
A group of people is running a fake 'Travel Agency' and taking money for holiday packages that do not exist,Criminal_Laws_and_IPC
Someone is using a 'chip reader' at the local cafe to steal people's credit card information from their pockets,Criminal_Laws_and_IPC
A man is standing outside the ladies' boutique and making suggestive sounds as women walk past his spot,Criminal_Laws_and_IPC
Someone stole the heavy iron covers from the sewage lines in our colony causing multiple bike accidents,Criminal_Laws_and_IPC
A man is sending me photos of my daughter's school gate to show he knows exactly where she is every day,Criminal_Laws_and_IPC
Someone is using my name to create a fake 'fundraising' page for a sick child and is keeping all the money,Criminal_Laws_and_IPC
A group of men is blocking the road to the local park and charging an 'entry fee' from the morning walkers,Criminal_Laws_and_IPC
A man tried to grab my gold chain through the open window of my kitchen while I was cooking dinner,Criminal_Laws_and_IPC
Someone stole the heavy brass ornaments from the main gate of our local community park last night,Criminal_Laws_and_IPC
Someone is using a 'spy app' to track my phone calls and messages to extort money from me and my family,Criminal_Laws_and_IPC
A man is standing outside the college gate and showing inappropriate videos to the girl students on his phone,Criminal_Laws_and_IPC
Someone forged a 'Transfer Deed' to sell my vacant shop to a local developer without my knowledge or consent,Criminal_Laws_and_IPC
A group of men is taking 'toll' from every vehicle that passes through the village main road every morning,Criminal_Laws_and_IPC
Someone is using a fake 'Passport' website to collect people's personal data and high processing fees online,Criminal_Laws_and_IPC
Someone stole the copper cooling pipes from the outdoor units of our entire society's air conditioners,Criminal_Laws_and_IPC
The police told me they can't help me with my 'cheating' case because the suspect is a minor under law,Criminal_Laws_and_IPC
A man is calling my teenage daughter and threatening to 'hurt her' if she tells her parents about his calls,Criminal_Laws_and_IPC
Someone is using a 'Wi-Fi' interceptor to steal my bank login details when I use the public internet at the mall,Criminal_Laws_and_IPC
A group of men is harassing the female workers at the construction site by passing vulgar and sexist comments,Criminal_Laws_and_IPC
The local sweet shop is using 'unauthorized' chemicals in milk products and threatened me when I showed the test,Criminal_Laws_and_IPC
A man at the park is following me and staring at me through binoculars from the other side of the pond,Criminal_Laws_and_IPC
Someone forged my signature on a 'Property Sale' agreement to take a large advance from an innocent buyer,Criminal_Laws_and_IPC
The police refused to take a case of 'stalking' because 'he is just a fan' and hasn't physically hurt me yet,Criminal_Laws_and_IPC
Someone is using a 'card skimmer' at the local petrol pump to steal people's debit card details and PINs,Criminal_Laws_and_IPC
A man is standing outside the women's clinic and making kissing sounds at anyone who goes inside for treatment,Criminal_Laws_and_IPC
Someone stole the heavy iron gate from the local community center and sold it for scrap to a local dealer,Criminal_Laws_and_IPC
A man is sending me photos of my house keys to show that he has access to my home whenever he wants,Criminal_Laws_and_IPC
Someone is using my name to post 'prohibited' content on social media to get my account permanently banned,Criminal_Laws_and_IPC
A group of men is blocking the road to the local temple and charging 'darshan' fees from the devotees,Criminal_Laws_and_IPC
A man tried to put his hand on my thigh while I was sitting in a shared auto-rickshaw during the evening,Criminal_Laws_and_IPC
Someone stole the heavy brass fittings from the public fountains in the city center in a single night,Criminal_Laws_and_IPC
Someone is using a 'hidden microphone' in the office meeting room to record all our private business conversations,Criminal_Laws_and_IPC
A man is standing outside the women's hostel and making lewd remarks to anyone who enters or leaves the gate,Criminal_Laws_and_IPC
Someone forged a 'Relinquishment Deed' to take over my sister's share in our family home after our father died,Criminal_Laws_and_IPC
A group of men is taking 'parking fees' on the main road and hitting any driver who refuses to pay them,Criminal_Laws_and_IPC
A man tried to snatch my gold chain while I was getting down from a city bus at the busy market stop,Criminal_Laws_and_IPC
Someone stole the copper pipes from the gas connection of our entire building at night while we were sleeping,Criminal_Laws_and_IPC
The police told me they can't help me recover my money from a fraudster because 'he is out of their jurisdiction',Criminal_Laws_and_IPC
A man is calling my son and threatening to 'burn his bike' if he talks to a certain girl in his college,Criminal_Laws_and_IPC
Someone is using a 'Bluetooth' jammer to disable my home security cameras and attempt a robbery at my house,Criminal_Laws_and_IPC
A group of men is harassing the female students at the library by passing vulgar comments and notes during exams,Criminal_Laws_and_IPC
The local grocer is selling 'plastic rice' mixed with regular rice and threatened to hit me when I proved it to him,Criminal_Laws_and_IPC
A man at the park is following me and sitting on the same bench every day to make me feel very uncomfortable,Criminal_Laws_and_IPC
Someone forged my signature on a 'Property Tax' receipt to show that they are the owners of my family house,Criminal_Laws_and_IPC
The police refused to take a case of 'harassment' because 'boys will be boys' and it was just a small joke,Criminal_Laws_and_IPC
A group of people is running a fake 'Travel Agency' and taking money for holiday packages that do not exist at all,Criminal_Laws_and_IPC
Someone is using a 'chip reader' at the local cafe to steal people's credit card information from their wallets,Criminal_Laws_and_IPC
A man is standing outside the ladies' boutique and making suggestive sounds as women walk past his shop,Criminal_Laws_and_IPC
Someone stole the heavy iron covers from the sewage lines in our colony causing multiple serious accidents,Criminal_Laws_and_IPC
The police are threatening to charge me with 'defamation' because I complained about a local goon on social media today,Criminal_Laws_and_IPC
A man is sending me photos of my daughter's school gate to show he knows where she is every day of the week,Criminal_Laws_and_IPC
Someone is using my name to create a fake 'fundraising' page for a sick child and is keeping all the donated money,Criminal_Laws_and_IPC
A group of men is blocking the road to the local park and charging 'entry fees' from the morning walkers today,Criminal_Laws_and_IPC
The local butcher is selling 'unauthorized' meat and threatened to kill me when I reported it to the local municipality,Criminal_Laws_and_IPC
A man tried to grab my gold chain through the open window of my kitchen while I was cooking my dinner,Criminal_Laws_and_IPC
Someone stole the heavy brass ornaments from the main gate of the local park in the middle of the night,Criminal_Laws_and_IPC
The police told me they won't file an FIR for 'theft' because I didn't have a clear CCTV recording of the thief,Criminal_Laws_and_IPC
A group of teenagers is intentionally scaring people in the park using 'ghost' masks and loud screams at night time,Criminal_Laws_and_IPC
Someone is using a 'spy app' to track my phone calls and messages to extort a lot of money from me,Criminal_Laws_and_IPC
A man is standing outside the college gate and showing inappropriate videos to the girl students on his mobile phone,Criminal_Laws_and_IPC
Someone forged a 'Transfer Deed' to sell my vacant shop to a local developer without my consent or any knowledge,Criminal_Laws_and_IPC
The police are refusing to take action against the people who are drinking and creating a nuisance in the city square,Criminal_Laws_and_IPC
A group of men is taking 'toll' from every vehicle that passes through the village main road every morning now,Criminal_Laws_and_IPC
A man tried to snatch my mobile phone while I was sitting in the back seat of a moving auto-rickshaw today,Criminal_Laws_and_IPC
Someone stole the copper cooling pipes from the outdoor units of our entire society's air conditioners last night,Criminal_Laws_and_IPC
The police told me they can't help me with my 'cheating' case because the suspect is currently a minor,Criminal_Laws_and_IPC
A man is calling my teenage daughter and threatening to 'hurt her' if she tells her parents about his daily calls,Criminal_Laws_and_IPC
A group of men is harassing the female workers at the construction site by passing vulgar comments and notes to them,Criminal_Laws_and_IPC
The local sweet shop is using 'unauthorized' chemicals in milk products and threatened me when I showed the result,Criminal_Laws_and_IPC
A man at the park is following me and staring at me through binoculars from the other side of the small pond,Criminal_Laws_and_IPC
Someone forged my signature on a 'Property Sale' agreement to take a large advance from a buyer without my knowledge,Criminal_Laws_and_IPC
The police refused to take a case of 'stalking' because 'he is just a fan' and hasn't physically hurt me at all yet,Criminal_Laws_and_IPC
A group of people is running a fake 'Immigration Office' and taking lakhs from people for work permits in Canada today,Criminal_Laws_and_IPC
Someone is using a 'card skimmer' at the local petrol pump to steal people's debit card details and their secret PIN,Criminal_Laws_and_IPC
A man is standing outside the women's clinic and making kissing sounds at anyone who goes inside for their treatment,Criminal_Laws_and_IPC
Someone stole the heavy iron gate from the local community center and sold it for scrap to a local scrap dealer,Criminal_Laws_and_IPC
The police are threatening to file a case against me for 'harassment' because I called them too many times about the theft,Criminal_Laws_and_IPC
A man is sending me photos of my house keys to show that he has access to my home whenever he wants in the future,Criminal_Laws_and_IPC
Someone is using my name to post 'prohibited' content on social media to get my account permanently banned today,Criminal_Laws_and_IPC
A group of men is blocking the road to the local temple and charging 'darshan' fees from the devotees who come there,Criminal_Laws_and_IPC
The local milkman is adding 'detergent' to make the milk look thick and threatened to beat me if I told anyone today,Criminal_Laws_and_IPC
A man tried to put his hand on my thigh while I was sitting in a shared auto-rickshaw during my evening commute,Criminal_Laws_and_IPC
Someone stole the heavy brass fittings from the public fountains in the city center in a single night yesterday,Criminal_Laws_and_IPC
The police told me they won't file an FIR for 'stolen' gold because I didn't have the original purchase receipt with me,Criminal_Laws_and_IPC
A group of teenagers is intentionally scaring people on the street using remote-controlled toy cars at night time now,Criminal_Laws_and_IPC
Someone is using a 'hidden microphone' in the office meeting room to record all our private business conversations today,Criminal_Laws_and_IPC
A man is standing outside the women's hostel and making lewd remarks to anyone who enters or leaves the gate area,Criminal_Laws_and_IPC
Someone forged a 'Relinquishment Deed' to take over my sister's share in our family home after our father passed away,Criminal_Laws_and_IPC
The police are refusing to take action against the local goons who are drinking in the community children's park now,Criminal_Laws_and_IPC
A group of men is taking 'parking fees' on the main road and hitting any driver who refuses to pay them right now,Criminal_Laws_and_IPC
A man tried to snatch my gold chain while I was getting down from a city bus at the busy market stop today,Criminal_Laws_and_IPC
Someone stole the copper pipes from the gas connection of our entire building at night while we were all sleeping,Criminal_Laws_and_IPC
The police told me they can't help me recover my money from a fraudster because 'he is out of their jurisdiction' now,Criminal_Laws_and_IPC
A man is calling my son and threatening to 'burn his bike' if he talks to a certain girl in his college classes,Criminal_Laws_and_IPC
Someone is using a 'Bluetooth' jammer to disable my home security cameras and attempt a robbery at my house tonight,Criminal_Laws_and_IPC
A group of men is harassing the female students at the library by passing vulgar comments and notes during their exams,Criminal_Laws_and_IPC
The local grocer is selling 'plastic rice' mixed with regular rice and threatened to hit me when I proved it today,Criminal_Laws_and_IPC
Someone is using a fake 'Lottery' call to get people to pay 'tax' on their prize and then stealing all their money,Criminal_Laws_and_IPC
A man at the park is following me and sitting on the same bench every day to make me feel very uncomfortable today,Criminal_Laws_and_IPC
Someone forged my signature on a 'Property Tax' receipt to show that they are the owners of my family house now,Criminal_Laws_and_IPC
The police refused to take a case of 'harassment' because 'boys will be boys' and it was just a small joke today,Criminal_Laws_and_IPC
A group of people is running a fake 'Travel Agency' and taking money for holiday packages that do not exist at all now,Criminal_Laws_and_IPC
Someone is using a 'chip reader' at the local cafe to steal people's credit card information from their pockets now,Criminal_Laws_and_IPC
A man is standing outside the ladies' boutique and making suggestive sounds as women walk past his shop area today,Criminal_Laws_and_IPC
Someone stole the heavy iron covers from the sewage lines in our colony causing multiple serious bike accidents today,Criminal_Laws_and_IPC
A man is sending me photos of my daughter's school gate to show he knows exactly where she is every single day,Criminal_Laws_and_IPC
Someone is using my name to create a fake 'fundraising' page for a sick child and is keeping all the donated money now,Criminal_Laws_and_IPC
A group of men is blocking the road to the local park and charging an 'entry fee' from the morning walkers today area,Criminal_Laws_and_IPC
The local butcher is selling 'unauthorized' meat and threatened to kill me when I reported it to the local municipality area,Criminal_Laws_and_IPC
A man tried to grab my gold chain through the open window of my kitchen while I was cooking my dinner today area,Criminal_Laws_and_IPC
Someone stole the heavy brass ornaments from the main gate of our local community park last night time area,Criminal_Laws_and_IPC
The police told me they won't file an FIR for 'theft' because I didn't have a clear CCTV recording of the thief area,Criminal_Laws_and_IPC
A group of teenagers is intentionally scaring people in the park using 'ghost' masks and loud screams at night time area,Criminal_Laws_and_IPC
Someone is using a 'spy app' to track my phone calls and messages to extort a lot of money from me and my family area,Criminal_Laws_and_IPC
A man is standing outside the college gate and showing inappropriate videos to the girl students on his mobile phone area,Criminal_Laws_and_IPC
Someone forged a 'Transfer Deed' to sell my vacant shop to a local developer without my knowledge or consent today area,Criminal_Laws_and_IPC
The police are refusing to take action against the people who are drinking and creating a nuisance in the square area,Criminal_Laws_and_IPC
A group of men is taking 'toll' from every vehicle that passes through the village main road every morning now today area,Criminal_Laws_and_IPC
A man tried to snatch my mobile phone while I was sitting in the back seat of a moving auto-rickshaw today area,Criminal_Laws_and_IPC
Someone stole the copper cooling pipes from the outdoor units of our entire society's air conditioners last night area,Criminal_Laws_and_IPC
The police told me they can't help me with my 'cheating' case because the suspect is currently a minor area,Criminal_Laws_and_IPC
A man is calling my teenage daughter and threatening to 'hurt her' if she tells her parents about his calls area,Criminal_Laws_and_IPC
A group of men is harassing the female workers at the construction site by passing vulgar comments and notes area,Criminal_Laws_and_IPC
The local sweet shop is using 'unauthorized' chemicals in milk products and threatened me when I showed the test area,Criminal_Laws_and_IPC
A man at the park is following me and staring at me through binoculars from the other side of the small pond area,Criminal_Laws_and_IPC
Someone forged my signature on a 'Property Sale' agreement to take a large advance from a buyer without my knowledge area,Criminal_Laws_and_IPC
The police refused to take a case of 'stalking' because 'he is just a fan' and hasn't physically hurt me at all area,Criminal_Laws_and_IPC
A group of people is running a fake 'Immigration Office' and taking lakhs from people for work permits in Canada area,Criminal_Laws_and_IPC
Someone is using a 'card skimmer' at the local petrol pump to steal people's debit card details and their secret PIN area,Criminal_Laws_and_IPC
A man is standing outside the women's clinic and making kissing sounds at anyone who goes inside for their treatment area,Criminal_Laws_and_IPC
Someone stole the heavy iron gate from the local community center and sold it for scrap to a local scrap dealer area,Criminal_Laws_and_IPC
The police are threatening to file a case against me for 'harassment' because I called them too many times about the theft area,Criminal_Laws_and_IPC
A man is sending me photos of my house keys to show that he has access to my home whenever he wants area,Criminal_Laws_and_IPC
Someone is using my name to post 'prohibited' content on social media to get my account permanently banned today area,Criminal_Laws_and_IPC
A group of men is blocking the road to the local temple and charging 'darshan' fees from the devotees who come area,Criminal_Laws_and_IPC
The local milkman is adding 'detergent' to make the milk look thick and threatened to beat me if I told anyone area,Criminal_Laws_and_IPC
A man tried to put his hand on my thigh while I was sitting in a shared auto-rickshaw during my evening commute area,Criminal_Laws_and_IPC
Someone stole the heavy brass fittings from the public fountains in the city center in a single night yesterday area,Criminal_Laws_and_IPC
The police told me they won't file an FIR for 'stolen' gold because I didn't have the original purchase receipt area,Criminal_Laws_and_IPC
A group of teenagers is intentionally scaring people on the street using remote-controlled toy cars at night time area,Criminal_Laws_and_IPC
Someone is using a 'hidden microphone' in the office meeting room to record all our private business conversations area,Criminal_Laws_and_IPC
A man is standing outside the women's hostel and making lewd remarks to anyone who enters or leaves the area area,Criminal_Laws_and_IPC
Someone forged a 'Relinquishment Deed' to take over my sister's share in our family home after our father died area,Criminal_Laws_and_IPC
The police are refusing to take action against the local goons who are drinking in the community children's park area,Criminal_Laws_and_IPC
A group of men is taking 'parking fees' on the main road and hitting any driver who refuses to pay them area,Criminal_Laws_and_IPC
A man tried to snatch my gold chain while I was getting down from a city bus at the busy market stop today area,Criminal_Laws_and_IPC
Someone stole the copper pipes from the gas connection of our entire building at night while we were all sleeping area,Criminal_Laws_and_IPC
The police told me they can't help me recover my money from a fraudster because 'he is out of their jurisdiction' area,Criminal_Laws_and_IPC
A man is calling my son and threatening to 'burn his bike' if he talks to a certain girl in his college classes area,Criminal_Laws_and_IPC
Someone is using a 'Bluetooth' jammer to disable my home security cameras and attempt a robbery at my house area,Criminal_Laws_and_IPC
A group of men is harassing the female students at the library by passing vulgar comments and notes during area,Criminal_Laws_and_IPC
The local grocer is selling 'plastic rice' mixed with regular rice and threatened to hit me when I proved it today area,Criminal_Laws_and_IPC
Someone is using a fake 'Lottery' call to get people to pay 'tax' on their prize and then stealing all their money area,Criminal_Laws_and_IPC
A man at the park is following me and sitting on the same bench every day to make me feel very uncomfortable today area,Criminal_Laws_and_IPC
Someone forged my signature on a 'Property Tax' receipt to show that they are the owners of my family house today area,Criminal_Laws_and_IPC
The police refused to take a case of 'harassment' because 'boys will be boys' and it was just a small joke area,Criminal_Laws_and_IPC
A group of people is running a fake 'Travel Agency' and taking money for holiday packages that do not exist at all area,Criminal_Laws_and_IPC
Someone is using a 'chip reader' at the local cafe to steal people's credit card information from their wallets today area,Criminal_Laws_and_IPC
A man is standing outside the ladies' boutique and making suggestive sounds as women walk past his shop area today area,Criminal_Laws_and_IPC
Someone stole the heavy iron covers from the sewage lines in our colony causing multiple serious bike accidents today area,Criminal_Laws_and_IPC
The police are threatening to charge me with 'defamation' because I complained about a local goon on social media area,Criminal_Laws_and_IPC
A man is sending me photos of my daughter's school gate to show he knows exactly where she is every single day today area,Criminal_Laws_and_IPC
