text,type
My laptop is getting very hot whenever I open Chrome and the fan is making big noise. Is there any settings to fix this or should I go to service center?,Out_of_Scope
I have a severe toothache since last night and cannot sleep at all. Is there any home remedy to get immediate relief until I see a dentist tomorrow morning?,Out_of_Scope
Can you suggest some good motivational books for a 20 year old student? I am feeling very distracted and not able to focus on my studies recently.,Out_of_Scope
Today in office my manager shouted at me in front of everyone for a small mistake. I am feeling very insulted and want to quit. Should I resign immediately?,Out_of_Scope
Chennai la enga nalla biryani kidaikum? Looking for some authentic wood fire style biryani for my friend's birthday treat tonight.,Out_of_Scope
My 3 year old son is not eating anything except biscuits and milk. We are very worried about his health. How to make him eat vegetables?,Out_of_Scope
I am planning to buy a new electric scooter but confused between Ola and Ather. Which one has better range and service in rural areas of Tamil Nadu?,Out_of_Scope
How to improve my English fluency for IT interviews? I know the technical stuff but I am very nervous to speak in front of HR.,Out_of_Scope
My hair is falling out in bunches after I moved to Bangalore. I think the hard water is the reason. Can you suggest some good water softener or shampoo?,Out_of_Scope
What is the best way to earn money online while being a college student? I have 2 hours free every day and want to support my family expenses.,Out_of_Scope
I found a small kitten in the rain and it is shivering. I don't know what food to give to a small cat. Please tell me how to take care of it.,Out_of_Scope
My YouTube channel is not getting any views even after posting 50 videos. I am putting a lot of effort in editing. What am I doing wrong?,Out_of_Scope
Suggest some simple exercises for lower back pain for people working in IT. I sit for 9 hours daily and my back is killing me lately.,Out_of_Scope
How to apply for a credit card in SBI if I am a freelancer? They are asking for salary slips but I only have bank statements. Is there any other way?,Out_of_Scope
Enakku stomach pain ah iruku morning la irundhu. Saptadhu ethuvum seri illayo therla. Simple ah veetla enna panalam relief ku?,Out_of_Scope
I am trying to learn Python from YouTube but getting stuck in loops and functions. Can you explain it in very simple terms for a beginner?,Out_of_Scope
Best budget hotel near Tirupati temple for a family of five. We are coming by train and need a place with clean bathrooms and car parking.,Out_of_Scope
My AC is not cooling properly and making a water leakage inside the room. It was serviced only 3 months ago. Is it a gas leak problem?,Out_of_Scope
Suggest a good gift for my sister's wedding under 5000 rupees. She likes home decor and kitchen gadgets. Looking for something unique.,Out_of_Scope
How to start an Instagram page for my homemade pickle business? I want to reach more customers in Chennai and Coimbatore area.,Out_of_Scope
I am feeling very sleepy during afternoon office hours even after drinking two coffees. How to stay active and focus on my work?,Out_of_Scope
Which is the best time to visit Ladakh by bike? I am planning a solo trip with my friends but we are worried about the oxygen level and weather.,Out_of_Scope
How to remove dark circles under eyes naturally? I have been sleeping very late due to exam preparation and my face looks very tired.,Out_of_Scope
My washing machine is shaking too much during the spin cycle. I tried to balance the clothes but still it's jumping. Is the motor broken?,Out_of_Scope
What are the best high protein vegetarian foods for gym beginners? I want to build muscle but I don't eat egg or meat at all.,Out_of_Scope
I want to learn car driving but I am very scared of the traffic in Mumbai. How many days it usually takes to get confidence on road?,Out_of_Scope
My WhatsApp is showing storage full and I cannot receive any new messages. How to delete only the old videos without losing important chats?,Out_of_Scope
Is it worth buying iPhone 13 in 2026 or should I go for the latest model? My budget is tight but I want a good camera for vlogging.,Out_of_Scope
Ennoda laptop keyboard la konjam buttons work aagala. Coffee kottiduchi accidentally. Service center pona evlo cost aagum fix panna?,Out_of_Scope
Suggest some good terrace garden plants for beginners. I live in a hot city and want to grow some basic vegetables like tomato and chilli.,Out_of_Scope
How to get over a breakup? I was in a 5 year relationship and now she is getting married to someone else. I am completely shattered.,Out_of_Scope
What are the best stocks to invest for long term in India? I have 50k savings and want to keep it for 10 years for my kids.,Out_of_Scope
How to clean a microwave oven at home without using harsh chemicals? There are many yellow stains and it smells like burnt food.,Out_of_Scope
I want to join a yoga class in Anna Nagar. Can you suggest some affordable places that have batches for working professionals in evening?,Out_of_Scope
My power bank is taking 10 hours to charge but gives only 50% battery to my phone. Is the battery inside the power bank dead?,Out_of_Scope
How to make soft and fluffy bhatura like the ones they serve in Punjabi restaurants? My bhaturas are always turning out hard and oily.,Out_of_Scope
I have a skin allergy on my hands after using a new dishwash soap. It is very itchy and red. What cream should I apply for relief?,Out_of_Scope
Best career options for commerce students after 12th except CA. I am not interested in accounts but I like management and marketing.,Out_of_Scope
How to book a tatkal ticket fast in IRCTC app? It always gets logout or show sold out within one minute. Any tips for booking?,Out_of_Scope
I want to learn photography. Should I buy a DSLR or is my phone camera enough for starting? Suggest some good online free courses.,Out_of_Scope
My dog is barking continuously at night looking at the wall. Is he seeing something or is it some health issue? I am getting scared.,Out_of_Scope
How to make my resume stand out for data science jobs? I have done few projects on Kaggle but not getting any interview calls.,Out_of_Scope
Suggest some good South Indian movies on Prime Video with English subtitles. I have seen Jai Bhim and Sarpatta looking for something similar.,Out_of_Scope
How to stop binge watching series and start studying? I have my final exams in two weeks but I am addicted to Netflix lately.,Out_of_Scope
My water purifier is making a loud beep sound every 10 minutes. Does it mean I have to change the filter immediately or is it a circuit error?,Out_of_Scope
I am 25 years old and my parents are showing me alliance photos every day. I want to focus on my career for 2 more years. How to convince them?,Out_of_Scope
How to reduce dandruff in one week? I have a very important function to attend and I am embarrassed to wear black clothes.,Out_of_Scope
Best 5G mobile network in Delhi NCR area. I am currently using Jio but the speed is very low in my apartment. Should I switch to Airtel?,Out_of_Scope
How to make paneer at home from spoiled milk? I have 2 liters of milk that turned sour today. Can I use it to make sweets?,Out_of_Scope
I want to start a small boutique for kids wear. What are the trending designs now? Where can I buy wholesale cloth in Tiruppur?,Out_of_Scope
My knee is making a clicking sound while climbing stairs. There is no pain but I am worried if it's a signs of future problem.,Out_of_Scope
How to backup all my Google Photos to a physical hard drive? My storage is almost 95% full and I don't want to pay monthly fee.,Out_of_Scope
Suggest some good budget destinations for a solo female traveler in India. I want a place that is safe and has good hostels.,Out_of_Scope
How to fix a leaky tap in kitchen? I don't want to call a plumber for such a small thing. Can I do it myself with some tools?,Out_of_Scope
Ennoda car battery dead aiduchi morning. Jump start panna yarachum varuvangala? Nearby garage number irundha sollunga please.,Out_of_Scope
What are the benefits of drinking amla juice every morning on empty stomach? Will it help in hair growth and skin glowing?,Out_of_Scope
How to delete a Facebook account permanently? I tried to deactivate but it's still showing in search. I want all data gone.,Out_of_Scope
Best apps for learning a new language for free. I want to learn basic French before my Europe trip next year. Suggest some easy ones.,Out_of_Scope
My gas stove flame is turning yellow and making the vessels black. Is the burner blocked or is the gas quality not good?,Out_of_Scope
How to prepare for a marathon? I have never run more than 2 km but I want to finish 10 km run in 3 months. Any training plan?,Out_of_Scope
I want to buy a second hand car. What things should I check in the engine and documents before paying money to the owner?,Out_of_Scope
How to make crispy masala dosa at home? My dosa is always sticking to the pan and not coming out thin like hotel.,Out_of_Scope
Suggest some good games for a 5 year old kid on iPad that are educational and don't have too many ads or violence.,Out_of_Scope
My inverter is making a continuous humming noise and the battery is getting very hot. Is it safe to keep it on during night?,Out_of_Scope
How to increase height after 18 years? I am a bit short and it makes me feel underconfident in college. Any stretching exercises or food?,Out_of_Scope
I want to sell my old books and newspapers. Do you know any app or person who comes home to collect and pays good price?,Out_of_Scope
How to remove tea stains from a white shirt? I accidentally spilled it during lunch and I need to wear this for meeting tomorrow.,Out_of_Scope
Suggest some good Hindi songs for a wedding sangeet dance for the groom's side. Looking for energetic and popular tracks.,Out_of_Scope
My smart watch is not connecting to my phone after the latest update. I tried resetting both but still no luck. What to do?,Out_of_Scope
How to grow long hair fast for men? I have a very slow growth rate and want to try some home remedies like onion juice.,Out_of_Scope
What is the process to get a duplicate SIM if my phone is stolen? I need my old number for bank OTP urgently.,Out_of_Scope
I am feeling very lonely in a new city. How to make new friends and meet like minded people? Suggest some hobby clubs in Bangalore.,Out_of_Scope
How to cook brown rice properly? Every time I make it it's either too hard or becomes like a paste. What is the water ratio?,Out_of_Scope
Best way to clean a leather sofa at home. I have kids and they made it very dirty with food and pen marks. Help!,Out_of_Scope
How to stop binge eating at night? I am not even hungry but I just want to eat something while watching movies. It's ruining my diet.,Out_of_Scope
My fridge is not making ice even though the cooling is fine in the lower part. Is the freezer fan broken or something else?,Out_of_Scope
Suggest some good science projects for 8th standard students for a school exhibition. Looking for something creative and low cost.,Out_of_Scope
How to improve handwriting for kids? My son is 7 years old and his writing is very messy. Are there any special notebooks for this?,Out_of_Scope
I want to buy a telescope to see planets from my terrace. Which one is good for beginners and easy to setup under 10k?,Out_of_Scope
How to make ginger tea for cold and cough? I have a sore throat since morning and want a strong natural remedy.,Out_of_Scope
Which is the best place to buy silk sarees in Kanchipuram? I am going there next week for my cousin's wedding shopping.,Out_of_Scope
My YouTube premium subscription is not working even after the money was deducted from my bank. How to contact their support?,Out_of_Scope
How to fix a zipper that is stuck? My favorite jacket's zip is not moving at all and I don't want to break it by pulling.,Out_of_Scope
Suggest some good morning breakfast ideas for weight loss that take less than 10 minutes to prepare. I am a busy bachelor.,Out_of_Scope
Ennoda Gmail password marandhu pochu. Recovery phone number um kaila illa. Epdi account ah thirumba edukkuradhu step by step sollunga.,Out_of_Scope
How to make a simple paper flower for wall decoration? I want to decorate my room for a small birthday party tomorrow.,Out_of_Scope
What are the side effects of drinking too much coffee? I drink 5-6 cups a day to stay awake for work and now I have acidity.,Out_of_Scope
Best hiking trails near Pune for a weekend. I want something not too difficult as I am going with my teenage kids.,Out_of_Scope
How to remove pimple marks naturally at home? I have many dark spots on my cheeks and it's making me feel very bad.,Out_of_Scope
My car AC smells like old socks when I turn it on. What is the reason and how to get rid of this bad smell?,Out_of_Scope
How to prepare for a 10th standard board exam in last two months? I have not completed the science and maths syllabus yet.,Out_of_Scope
Suggest some good places to eat in Pondicherry near the beach. Looking for some French cafes and good seafood restaurants.,Out_of_Scope
How to fix a laptop that won't turn on even when the charger is connected? The light on the side is also not blinking.,Out_of_Scope
What is the best way to clean a glass window without leaving any streaks? I used a wet cloth but it looks very messy now.,Out_of_Scope
How to make soft idli batter in a mixer? I don't have a wet grinder and every time I make it in mixer the idlis are hard.,Out_of_Scope
I am feeling very anxious about my future. I am 22 and still don't have a job. How to stay positive during job search?,Out_of_Scope
Best mosquito repellent for babies that is safe for skin. I tried patches but they are not very effective in our area.,Out_of_Scope
How to make a simple website for my travel blog for free? I don't know coding but I want to share my photos and stories.,Out_of_Scope
My iron box is sticking to the clothes while ironing. I think some fabric got burnt on the plate. How to clean the bottom?,Out_of_Scope
How to grow money plant in a water bottle? I kept it for two weeks but the leaves are turning yellow and falling off.,Out_of_Scope
Suggest some good movies for a movie night with parents. Nothing too loud or violent just a nice family drama or comedy.,Out_of_Scope
How to remove old paint from a wooden door? I want to repaint my house and the old paint is peeling off in many places.,Out_of_Scope
I have a habit of biting my nails when I am stressed. How to stop this permanently? My fingers look very bad and painful.,Out_of_Scope
Best places to buy cheap electronics in Mumbai like Lamington Road. I want to build a PC and need some basic parts.,Out_of_Scope
How to prepare for a first date? I am very nervous and don't know what to talk about or where to go. Please give some tips.,Out_of_Scope
My cycle chain is coming off every time I ride fast. Is it loose or do I need to change the whole set of gears?,Out_of_Scope
How to make a high quality video for TikTok or Reels using a phone? What are the best free editing apps without watermark?,Out_of_Scope
Suggest some good perfume for men under 1000 rupees that lasts for a long time even in the hot Indian summer weather.,Out_of_Scope
How to get rid of house flies naturally? There are too many flies in my kitchen since the rainy season started. Help!,Out_of_Scope
My phone battery is draining very fast after the recent software update. It doesn't even last for half a day now. What to do?,Out_of_Scope
How to make a perfect omelette? Every time I try to flip it it breaks and becomes like scrambled eggs. Please help.,Out_of_Scope
Best coaching centers for NEET in Chennai. I want a place that has good hostel facilities and experienced biology teachers.,Out_of_Scope
How to remove a stuck ring from finger? My finger is getting swollen and I tried soap water but it is still not coming out.,Out_of_Scope
Suggest some good romantic novels in Tamil. I have read some Kalki books looking for something modern and light hearted.,Out_of_Scope
How to improve concentration during meditation? I sit for 15 minutes but my mind is always running about office work and bills.,Out_of_Scope
My ceiling fan is making a clicking noise even at low speed. Is it a bearing problem or is the blade loose? How to fix?,Out_of_Scope
How to make a YouTube banner and logo for my new gaming channel? Suggest some easy to use free tools for a beginner.,Out_of_Scope
Best face mask for glowing skin before a party. I have oily skin and want something that gives an instant glow naturally.,Out_of_Scope
How to stop hair graying at an early age? I am only 24 and already seeing many white hairs. Is it due to stress or diet?,Out_of_Scope
My TV remote is not working even after changing batteries. The infrared light is blinking but the TV is not responding at all.,Out_of_Scope
How to make a simple biryani for 10 people at home? Give me the exact measurements for rice and chicken for a big batch.,Out_of_Scope
Suggest some good hill stations near Bangalore for a one day trip. I want to go early morning and come back by evening.,Out_of_Scope
How to fix a phone screen that has yellow spots? It started appearing after the phone got a bit hot while charging yesterday.,Out_of_Scope
Best way to wash a woolen sweater so it doesn't shrink. Can I use a normal detergent or do I need a special liquid soap?,Out_of_Scope
How to make a cat like you? I just got a new cat and it is always hiding under the bed and not coming out to play.,Out_of_Scope
Suggest some good podcasts on Spotify for self improvement and financial freedom for Indian youth. Looking for something practical.,Out_of_Scope
How to remove rust from an old iron gate? I want to paint it before the monsoon starts but there is too much rust on it.,Out_of_Scope
I am feeling very bored during the weekend. Suggest some interesting hobbies I can start at home with very little money.,Out_of_Scope
My printer is showing 'ink low' even after I installed a new cartridge today. How to reset the printer to detect the new ink?,Out_of_Scope
How to make a quick and healthy evening snack for school kids? They come home very hungry and I want to avoid junk food.,Out_of_Scope
Best time to plant mango tree in South India. I have a small garden and want to know which variety is best for sweet fruits.,Out_of_Scope
How to stop a baby from crying during a flight? I am traveling with my 6 month old next week and I am very worried.,Out_of_Scope
My laptop screen has some dead pixels. Can I fix it by running some software or do I need to replace the whole screen panel?,Out_of_Scope
How to make a simple greeting card for father's day at home? I want to make something special with my 5 year old daughter.,Out_of_Scope
Suggest some good budget smart TVs under 20000 in India. Looking for at least 43 inches with Netflix and Amazon Prime apps.,Out_of_Scope
How to remove a permanent marker stain from a whiteboard? One of my students accidentally used a permanent one instead of dry erase.,Out_of_Scope
My microwave is making a sparking sound when I turn it on. Is it dangerous? I cleaned it but the sparking is still there.,Out_of_Scope
How to make a simple vegetable soup for a person who is sick with flu? Looking for something light and easy to digest.,Out_of_Scope
Best places to buy wedding jewelry in T Nagar Chennai. I want something traditional but with modern designs and good gold purity.,Out_of_Scope
How to fix a door that is making a loud squeaking sound? Every time someone opens the door it wakes up the whole house at night.,Out_of_Scope
Suggest some good Indian history books that are easy to read for beginners. I want to learn more about our culture and past.,Out_of_Scope
How to remove wall stickers without damaging the paint? I want to change my room decor and the old stickers are stuck very hard.,Out_of_Scope
My induction stove is showing an E0 error when I keep a pan on it. The pan is made of stainless steel. What is the problem?,Out_of_Scope
How to make my dog stop biting my shoes? He has already ruined 3 pairs of my office shoes and I am very angry at him.,Out_of_Scope
Best free antivirus for Windows 11. I don't want to pay for a subscription but I want good protection from malware and viruses.,Out_of_Scope
How to prepare a healthy lunch box for office that doesn't need heating? I don't have a microwave in my office break room.,Out_of_Scope
Suggest some good budget cameras for vlogging for a beginner. I want something that has a flip screen and good autofocus feature.,Out_of_Scope
How to remove grease stains from a kitchen wall? My chimney is not working properly and the wall near the stove is very sticky.,Out_of_Scope
My phone is not charging properly and I have to hold the cable at a certain angle for it to work. Is the charging port broken?,Out_of_Scope
How to make a simple bird house with waste materials? I want to hang it in my balcony to attract small birds during summer.,Out_of_Scope
Best way to learn Hindi for a Tamil speaker. I am moving to Delhi for work and want to know some basic phrases for daily use.,Out_of_Scope
How to stop a puppy from biting everything in the house? He is teething and I want to know some safe toys to give him.,Out_of_Scope
Suggest some good places for a weekend getaway near Mumbai for a couple. Looking for something quiet and romantic under 15k.,Out_of_Scope
How to fix a leaky pipe under the washbasin? It's a small leak but it's making the whole bathroom floor wet and slippery.,Out_of_Scope
What are the best high fiber foods to avoid constipation? I have been having this problem for a week and I feel very bloated.,Out_of_Scope
How to remove chewing gum from hair? My niece got it stuck while playing and I don't want to cut her hair. Is there a trick?,Out_of_Scope
Suggest some good science fiction movies on Netflix. I have seen Inception and Interstellar looking for something equally mind blowing.,Out_of_Scope
How to clean a dirty comb easily? There is a lot of hair and dust stuck in it and it looks very unhygienic. Any easy way?,Out_of_Scope
My car's power window is stuck and not going up. It is raining and I need to close it urgently. How to pull it up manually?,Out_of_Scope
How to make a simple chocolate cake in a pressure cooker? I don't have an oven but I want to bake a cake for my wife's birthday.,Out_of_Scope
Best place to buy handloom sarees in Hyderabad. I want to buy some Mangalagiri and Uppada sarees for a gift. Any famous shops?,Out_of_Scope
How to fix a blurry camera on a mobile phone? I tried cleaning the lens but the photos are still coming out very hazy and out of focus.,Out_of_Scope
Suggest some good yoga poses for weight loss for beginners. I am very inflexible and want to start slowly from my home.,Out_of_Scope
How to remove candle wax from a table cloth? We had a candle light dinner and some wax spilled on my expensive silk cloth.,Out_of_Scope
My fridge is making a loud buzzing sound every time the compressor starts. Is it going to burst or is it a normal old age problem?,Out_of_Scope
How to make a simple home remedy for a mosquito bite that is very itchy and swollen? I don't have any medical cream at home.,Out_of_Scope
Best budget laptops for coding under 50000 in India. I want something that has at least 16GB RAM and a good processor for multitasking.,Out_of_Scope
How to fix a pen drive that is not being detected by any computer? It has some very important family photos that I didn't backup.,Out_of_Scope
Suggest some good places to visit in North East India in April. We want to see some greenery and enjoy the pleasant weather.,Out_of_Scope
How to remove oil from hair without shampoo? I applied too much hair oil and now it's very sticky but I ran out of shampoo today.,Out_of_Scope
My computer is showing a blue screen error and restarting every 5 minutes. I was just working on an Excel sheet when it started.,Out_of_Scope
How to make a simple wall hanging with old CDs? I have many old scratched CDs and I want to use them for some craft work.,Out_of_Scope
Best way to store coriander leaves so they stay fresh for more than a week. Every time I buy they turn yellow in 2 days.,Out_of_Scope
How to stop a baby from having hiccups? My newborn gets them very frequently after feeding and I am a bit worried about it.,Out_of_Scope
My bike's self-start is not working and I have to kick start it every time. Is it a battery issue or something with the motor?,Out_of_Scope
How to make a simple face pack for dry skin using kitchen ingredients? My skin is peeling off due to the winter weather here.,Out_of_Scope
Suggest some good historical places to visit in Rajasthan with family. We have 5 days and want to cover at least 3 major cities.,Out_of_Scope
How to fix a scratched CD? I have an old wedding video on a CD but it's skipping many parts because of the scratches on it.,Out_of_Scope
What are the best home remedies for a mild fever? I don't want to take heavy medicines immediately looking for something natural.,Out_of_Scope
How to remove a stuck light bulb from the socket? It is broken and only the metal part is left inside. How to take it out safely?,Out_of_Scope
Suggest some good budget mechanical watches for men. I want something that looks classic and doesn't need a battery to run.,Out_of_Scope
How to clean a burnt stainless steel pan? I was making tea and forgot it on the stove now the bottom is completely black.,Out_of_Scope
My phone is charging very slowly and it shows '4 hours to full' when connected. I am using the original charger only. Help!,Out_of_Scope
How to make a simple dreamcatcher at home with local materials? I want to hang it in my bedroom for a good aesthetic look.,Out_of_Scope
Best way to teach a small kid how to read. My daughter is 4 years old and I want to start with some basic phonics at home.,Out_of_Scope
My car's central locking is not working with the remote key. I have to open each door manually. Is it a fuse problem?,Out_of_Scope
How to make a simple rose water at home? I have many roses in my garden and want to use them for some skin care purpose.,Out_of_Scope
Suggest some good thriller books in English by Indian authors. I have read some Ashwin Sanghi books and liked them very much.,Out_of_Scope
How to remove ink stains from a wooden table? My son used a marker pen on the dining table and it's not coming off with water.,Out_of_Scope
My AC remote's display is gone but the buttons are working fine. Is it worth repairing the remote or should I buy a universal one?,Out_of_Scope
How to make a simple vegetable pulao in a pressure cooker? I want something that is quick and tasty for a Sunday lunch.,Out_of_Scope
Best place to buy traditional sweets in Mysore. I am visiting for a day and want to bring some authentic Mysore Pak for my family.,Out_of_Scope
How to fix a keyboard where the 'A' and 'S' keys are stuck? I can't type properly and it's very frustrating while working on reports.,Out_of_Scope
Suggest some good stretching exercises for people who have neck pain after using mobile for long time. My neck feels very stiff.,Out_of_Scope
How to remove mud stains from a white car? I drove through a rainy road and the mud is stuck very hard on the side panels.,Out_of_Scope
My water heater is giving electric shocks when I touch the tap. Is it a earthing problem or some internal leak in the heater?,Out_of_Scope
How to make a simple homemade hair mask for frizzy hair? I want something that uses natural oils and makes hair smooth.,Out_of_Scope
Best budget smartphones for senior citizens. Looking for something that has a big screen large icons and a very good battery life.,Out_of_Scope
How to fix a broken flip flop? The strap came out and I am far from home. Is there any quick way to put it back temporarily?,Out_of_Scope
Suggest some good comedy movies in Telugu on Hotstar. I want to watch something light and fun with my friends tonight.,Out_of_Scope
How to remove a coffee stain from a white rug? I accidentally knocked over my cup and now there is a big brown patch on it.,Out_of_Scope
My phone's volume button is stuck and it's always on maximum volume. How to fix this without taking it to the repair shop?,Out_of_Scope
How to make a simple fruit custard at home? I have some milk sugar and vanilla essence. What fruits should I add for best taste?,Out_of_Scope
Best way to clean a microwave turntable glass. It has a lot of oily spots and food pieces stuck on it. Can I wash it in a sink?,Out_of_Scope
How to stop a cat from scratching the furniture? My new cat is ruining my expensive sofa and I don't want to lock her in a room.,Out_of_Scope
Suggest some good educational YouTube channels for 10th standard science and maths. Looking for someone who explains in simple Hindi.,Out_of_Scope
How to remove a grease stain from a jeans? I was working on my bike and got some engine oil on my favorite pair of trousers.,Out_of_Scope
My smart TV is showing 'no signal' even though the setup box is on and all cables are connected tightly. What could be the issue?,Out_of_Scope
How to make a simple bird feeder with a plastic bottle? I want to keep some grains for the pigeons that visit my terrace daily.,Out_of_Scope
Best budget noise cancelling earbuds under 3000 in India. I travel by metro daily and want something that blocks the train noise.,Out_of_Scope
How to fix a loose door handle that is about to fall off? I have some basic tools at home and want to fix it myself today.,Out_of_Scope
Suggest some good high protein snacks for evening that don't involve cooking. I am on a diet and want to avoid fried food.,Out_of_Scope
How to remove a stubborn sticker from a laptop lid? It was there for two years and now it's leaving a lot of sticky residue behind.,Out_of_Scope
My electric kettle is not auto-stopping after the water boils. It just keeps running. Is the sensor inside the handle broken?,Out_of_Scope
How to make a simple lemonade with a twist of mint and ginger? Looking for a refreshing drink recipe for a small house party.,Out_of_Scope
Best way to learn to play guitar from home for free. Are there any apps that guide step by step for complete beginners?,Out_of_Scope
How to remove a wine stain from a white dress? I was at a party and someone accidentally spilled their drink on me. Help!,Out_of_Scope
My iron box is making a weird smell when I turn it on. Is the internal wiring burning or is it just some dust on the plate?,Out_of_Scope
How to make a simple homemade pizza sauce? I want to make pizza from scratch at home but I don't like the store bought sauces.,Out_of_Scope
Suggest some good budget hotels in Munnar for a 3 day stay. Looking for something that has a good view and is near the tea gardens.,Out_of_Scope
How to fix a slow laptop that takes 10 minutes to boot up? It's a 4 year old model but I can't afford a new one right now.,Out_of_Scope
Best way to clean a silver ornament at home using household items. My silver chain has turned black and I want it to shine again.,Out_of_Scope
How to remove a blood stain from a mattress? My kid had a nosebleed at night and there is a big stain on the bed sheet and mattress.,Out_of_Scope
My phone's microphone is not working during calls but works fine for voice recordings. Is it a software bug or a hardware issue?,Out_of_Scope
How to make a simple paper lantern for Diwali decoration? I want to involve my kids in making some traditional crafts this year.,Out_of_Scope
Suggest some good light weight strollers for babies that are easy to fold and carry while traveling in a car or a train.,Out_of_Scope
How to remove a stuck key from a lock? I was trying to open the gate and the key got stuck halfway. I am afraid it will break.,Out_of_Scope
Best budget tablets for students under 15000 in India. I want something for attending online classes and reading some e-books.,Out_of_Scope
How to fix a squeaky office chair? Every time I move it makes a loud noise that is very distracting for my colleagues. Help!,Out_of_Scope
Suggest some good high protein breakfast ideas that don't use eggs. I am a vegetarian and want to start my day with a healthy meal.,Out_of_Scope
How to remove a permanent marker stain from a painted wall? My toddler decided to show his artistic skills on the living room wall.,Out_of_Scope
My induction cooktop is showing an error when I use a certain pan. It works fine with others. Is the pan not induction friendly?,Out_of_Scope
How to make a simple homemade air freshener using essential oils? I want something that smells natural and doesn't have chemicals.,Out_of_Scope
Best way to clean a keyboard without using a vacuum cleaner. There is a lot of dust and food crumbs stuck between the keys. Help!,Out_of_Scope
How to remove a lipstick stain from a white shirt? I accidentally got some on my collar while getting ready for a wedding party.,Out_of_Scope
My phone's flashlight is not turning on even though the button is showing it's on. I tried restarting the phone but still nothing.,Out_of_Scope
How to make a simple homemade compost for my garden plants? I have a lot of kitchen waste and want to use it effectively.,Out_of_Scope
Suggest some good budget wireless mouse for laptop under 500 rupees. Looking for something that is comfortable for long hours of use.,Out_of_Scope
How to fix a cracked phone screen temporarily until I get it replaced? I don't want the glass pieces to fall out and hurt my fingers.,Out_of_Scope
Best way to learn to swim for adults. I am 30 years old and have a fear of water but I want to learn basic swimming this summer.,Out_of_Scope
How to remove a grease stain from a kitchen cabinet? I was cooking and some oil splashed on the wooden door. It's very sticky now.,Out_of_Scope
My smart TV's remote is draining battery every two days. Is there a short circuit in the remote or should I use a different brand of battery?,Out_of_Scope
How to make a simple homemade lip balm for dry lips? I want something that uses natural ingredients like honey and coconut oil.,Out_of_Scope
Suggest some good budget speakers for home theater under 5000 rupees. Looking for something that has good bass and clear sound quality.,Out_of_Scope
How to fix a stuck drawer in a wooden wardrobe? It won't open even when I pull hard and I am afraid I will break the handle. Help!,Out_of_Scope
Best way to clean a pair of white sneakers that have turned yellow. I tried washing them with soap but the yellow stains are still there.,Out_of_Scope
How to remove a rust stain from a white cloth? I hung my shirt on a rusty metal hook and now there is a big brown mark on the shoulder.,Out_of_Scope
My phone's screen is auto-rotating even when I have locked the orientation. Is it a software glitch or a sensor problem in the phone?,Out_of_Scope
How to make a simple homemade shampoo using natural ingredients like reetha and shikakai? I want to avoid chemicals for my hair care.,Out_of_Scope
Suggest some good budget backpacks for college students under 1000 rupees. Looking for something that is durable and has many pockets.,Out_of_Scope
How to fix a loose plug in a wall socket? Every time I connect my charger it falls out. I want to fix it safely without calling an electrician.,Out_of_Scope
Best way to clean a dirty ceiling fan without making the room messy. There is a lot of thick dust on the blades and I am allergic to it.,Out_of_Scope
How to remove a stain from a silk tie? I accidentally dropped some sauce on it during a formal dinner and I don't want to ruin the fabric.,Out_of_Scope
My phone's battery is swelling up and the back cover is coming off. Is it dangerous to use it or should I get it replaced immediately?,Out_of_Scope
How to make a simple homemade dog treat using natural ingredients? I want to give my pet something healthy and tasty for his birthday.,Out_of_Scope
Suggest some good budget earphones with a mic for taking calls during work from home. Looking for something under 500 rupees in India.,Out_of_Scope
How to fix a leaky faucet in the bathroom? It's a slow drip but the constant sound is very annoying at night. Please guide me with steps.,Out_of_Scope
Best way to clean a dirty yoga mat at home. I use it every day and it has started to smell a bit. Can I wash it in a machine or use a spray?,Out_of_Scope
How to remove a turmeric stain from a kitchen counter? I was making curry and spilled some powder now there is a big yellow spot on the marble.,Out_of_Scope
My phone's camera lens has some moisture inside it and the photos are coming out very blurry. How to get the water out without opening the phone?,Out_of_Scope
How to make a simple homemade hand sanitizer using aloe vera and alcohol? I want something that is easy to carry and doesn't dry out my skin.,Out_of_Scope
Suggest some good budget smart bulbs for home that can be controlled via a mobile app. Looking for something under 500 rupees in India.,Out_of_Scope
How to fix a stuck door lock? I have the key but it won't turn at all. I tried using some oil but it's still stuck. Do I need to call a locksmith?,Out_of_Scope
Best way to clean a dirty laptop screen without scratching it. I have some fingerprints and dust marks that are very visible under the light.,Out_of_Scope
How to remove a wax stain from a wooden floor? One of the candles on the dining table leaked and now there is a big hardened patch of wax.,Out_of_Scope
My phone's Bluetooth is not turning on at all. The toggle switch just turns back to off automatically. I tried resetting the network settings too.,Out_of_Scope
How to make a simple homemade face scrub for oily skin? I want something that uses natural ingredients and removes blackheads and dead skin cells.,Out_of_Scope
Suggest some good budget headphones for kids that have volume limiting feature to protect their ears. Looking for something under 1500 rupees.,Out_of_Scope
How to fix a broken glass vase? It was a gift from my mother and it broke into a few large pieces. Can I use some special glue to put it back?,Out_of_Scope
Best way to clean a dirty microwave from the inside. There are many dried up food spills and it has a very strong smell of spices. Help me please.,Out_of_Scope
How to remove a mud stain from a carpet? My dog ran inside after playing in the rain and now there are brown paw prints all over the living room.,Out_of_Scope
